state	pollName	year	startDate	endDate	numberOfRespondents	democratic	republican	someoneElse	undecided	refuseToAnswer	finalTwoPartyVSDemocratic	finalTwoPartyVSRepublican	election	electionDate
MO	YouGov	2012	NA	2012-11-02	779	42	53	NA	NA	NA	45.2213332473	54.7786667527	Pres	2012-11-06
NC	YouGov	2012	NA	2012-11-02	1500	47	49	NA	NA	NA	48.9659650996	51.0340349004	Pres	2012-11-06
NH	YouGov	2012	NA	2012-11-02	690	47	43	NA	NA	NA	52.8337519794	47.1662480206	Pres	2012-11-06
NJ	YouGov	2012	NA	2012-11-02	987	53	41	NA	NA	NA	58.9846947264	41.0153052736	Pres	2012-11-06
NM	YouGov	2012	NA	2012-11-02	650	49	43	NA	NA	NA	55.2952046467	44.7047953533	Pres	2012-11-06
NV	YouGov	2012	NA	2012-11-02	732	49	45	NA	NA	NA	53.4075421638	46.5924578362	Pres	2012-11-06
NY	YouGov	2012	NA	2012-11-02	1430	59	36	NA	NA	NA	64.30099136	35.69900864	Pres	2012-11-06
OH	Grove Insight	2012	NA	2012-11-02	500	49	45	NA	NA	NA	51.514552536	48.485447464	Pres	2012-11-06
OH	University of Cincinnati (Ohio Poll)	2012	NA	2012-11-02	901	50	48.5	NA	NA	NA	51.514552536	48.485447464	Pres	2012-11-06
OH	YouGov	2012	NA	2012-11-02	1620	49	46	NA	NA	NA	51.514552536	48.485447464	Pres	2012-11-06
PA	Muhlenberg College	2012	NA	2012-11-02	430	49	46	NA	NA	NA	52.731933999	47.268066001	Pres	2012-11-06
PA	YouGov	2012	NA	2012-11-02	1273	52	44	NA	NA	NA	52.731933999	47.268066001	Pres	2012-11-06
SD	Nielson Brothers Polling	2012	NA	2012-11-02	633	41	53	NA	NA	NA	40.7815008609	59.2184991391	Pres	2012-11-06
TN	YouGov	2012	NA	2012-11-02	697	42	53	NA	NA	NA	39.648928473	60.351071527	Pres	2012-11-06
TX	YouGov	2012	NA	2012-11-02	1563	38	57	NA	NA	NA	41.9921027879	58.0078972121	Pres	2012-11-06
VA	Marist College	2012	NA	2012-11-02	1165	48	47	NA	NA	NA	51.9673766887	48.0326233113	Pres	2012-11-06
VA	YouGov	2012	NA	2012-11-02	1497	48	46	NA	NA	NA	51.9673766887	48.0326233113	Pres	2012-11-06
WA	Public Policy Polling	2012	NA	2012-11-02	932	53	46	NA	NA	NA	57.6282982703	42.3717017297	Pres	2012-11-06
WA	YouGov	2012	NA	2012-11-02	837	54	40	NA	NA	NA	57.6282982703	42.3717017297	Pres	2012-11-06
WI	Angus Reid Global	2012	NA	2012-11-02	454	53	46	NA	NA	NA	53.5163824055	46.4836175945	Pres	2012-11-06
WI	Grove Insight	2012	NA	2012-11-02	500	48	42	NA	NA	NA	53.5163824055	46.4836175945	Pres	2012-11-06
WI	YouGov	2012	NA	2012-11-02	1225	50	46	NA	NA	NA	53.5163824055	46.4836175945	Pres	2012-11-06
AZ	YouGov	2012	NA	2012-11-02	702	42	49	NA	NA	NA	48.4139413396	51.5860586604	Sen	2012-11-06
CA	YouGov	2012	NA	2012-11-02	1575	56	39	NA	NA	NA	62.52428447	37.47571553	Sen	2012-11-06
CT	Public Policy Polling	2012	NA	2012-11-02	1220	52	43	NA	NA	NA	56.003040846	43.996959154	Sen	2012-11-06
CT	YouGov	2012	NA	2012-11-02	895	46	44	NA	NA	NA	56.003040846	43.996959154	Sen	2012-11-06
FL	Angus Reid Global	2012	NA	2012-11-02	525	53	45	NA	NA	NA	56.6726486701	43.3273513299	Sen	2012-11-06
FL	YouGov	2012	NA	2012-11-02	1621	50	44	NA	NA	NA	56.6726486701	43.3273513299	Sen	2012-11-06
MA	Public Policy Polling	2012	NA	2012-11-02	1089	52	46	NA	NA	NA	53.7772389879	46.2227610121	Sen	2012-11-06
MA	University Massachusetts Lowell	2012	NA	2012-11-02	800	48	49	NA	NA	NA	53.7772389879	46.2227610121	Sen	2012-11-06
MA	YouGov	2012	NA	2012-11-02	811	50	43	NA	NA	NA	53.7772389879	46.2227610121	Sen	2012-11-06
MD	YouGov	2012	NA	2012-11-02	705	57	34	NA	NA	NA	68.0115848217	31.9884151783	Sen	2012-11-06
ME	Public Policy Polling	2012	NA	2012-11-02	1633	50	36	NA	NA	NA	63.2635983264	36.7364016736	Sen	2012-11-06
MI	Angus Reid Global	2012	NA	2012-11-02	502	56	43	NA	NA	NA	60.7527693573	39.2472306427	Sen	2012-11-06
MI	Baydoun Consulting	2012	NA	2012-11-02	1913	50.06	43.45	NA	NA	NA	60.7527693573	39.2472306427	Sen	2012-11-06
MI	Public Policy Polling	2012	NA	2012-11-02	700	55	42	NA	NA	NA	60.7527693573	39.2472306427	Sen	2012-11-06
MI	YouGov	2012	NA	2012-11-02	1091	53	41	NA	NA	NA	60.7527693573	39.2472306427	Sen	2012-11-06
MN	SurveyUSA	2012	NA	2012-11-02	556	60	30	NA	NA	NA	68.1193020229	31.8806979771	Sen	2012-11-06
MN	YouGov	2012	NA	2012-11-02	790	60	32	NA	NA	NA	68.1193020229	31.8806979771	Sen	2012-11-06
MO	YouGov	2012	NA	2012-11-02	779	52	42	NA	NA	NA	58.3577837445	41.6422162555	Sen	2012-11-06
NJ	YouGov	2012	NA	2012-11-02	987	51	36	NA	NA	NA	59.8995592376	40.1004407624	Sen	2012-11-06
NM	YouGov	2012	NA	2012-11-02	650	50	43	NA	NA	NA	52.9758653585	47.0241346415	Sen	2012-11-06
NV	YouGov	2012	NA	2012-11-02	732	40	49	NA	NA	NA	49.3595474794	50.6404525206	Sen	2012-11-06
NY	YouGov	2012	NA	2012-11-02	1430	61	29	NA	NA	NA	73.2761974103	26.7238025897	Sen	2012-11-06
OH	University of Cincinnati (Ohio Poll)	2012	NA	2012-11-02	901	50.6	46.8	NA	NA	NA	53.1453435702	46.8546564298	Sen	2012-11-06
OH	YouGov	2012	NA	2012-11-02	1620	48	46	NA	NA	NA	53.1453435702	46.8546564298	Sen	2012-11-06
PA	Muhlenberg College	2012	NA	2012-11-02	430	48	42	NA	NA	NA	54.6309770441	45.3690229559	Sen	2012-11-06
PA	YouGov	2012	NA	2012-11-02	1273	50	42	NA	NA	NA	54.6309770441	45.3690229559	Sen	2012-11-06
TN	YouGov	2012	NA	2012-11-02	697	29	62	NA	NA	NA	31.9067948907	68.0932051093	Sen	2012-11-06
TX	YouGov	2012	NA	2012-11-02	1563	36	57	NA	NA	NA	41.845451459	58.154548541	Sen	2012-11-06
VA	Marist College	2012	NA	2012-11-02	1165	49	46	NA	NA	NA	52.957694013	47.042305987	Sen	2012-11-06
VA	Marist College	2012	NA	2012-11-02	1508	49	46	NA	NA	NA	52.957694013	47.042305987	Sen	2012-11-06
VA	YouGov	2012	NA	2012-11-02	1497	46	46	NA	NA	NA	52.957694013	47.042305987	Sen	2012-11-06
WA	Public Policy Polling	2012	NA	2012-11-02	932	57	39	NA	NA	NA	60.45099118	39.54900882	Sen	2012-11-06
WA	YouGov	2012	NA	2012-11-02	837	56	38	NA	NA	NA	60.45099118	39.54900882	Sen	2012-11-06
WI	Angus Reid Global	2012	NA	2012-11-02	454	50	48	NA	NA	NA	52.8521503251	47.1478496749	Sen	2012-11-06
WI	YouGov	2012	NA	2012-11-02	1225	48	47	NA	NA	NA	52.8521503251	47.1478496749	Sen	2012-11-06
MO	Public Policy Polling	2012	NA	2012-11-03	835	53	45	NA	NA	NA	56.2876909036	43.7123090964	Gov	2012-11-06
MT	Public Policy Polling	2012	NA	2012-11-03	836	48	48	NA	NA	NA	50.8135104398	49.1864895602	Gov	2012-11-06
NH	University of New Hampshire	2012	NA	2012-11-03	779	49	40	NA	NA	NA	56.2249985146	43.7750014854	Gov	2012-11-06
AZ	Public Policy Polling	2012	NA	2012-11-03	1080	46	53	NA	NA	NA	45.3866197751	54.6133802249	Pres	2012-11-06
CO	Keating Research, Inc.	2012	NA	2012-11-03	603	50	46	NA	NA	NA	52.7480071543	47.2519928457	Pres	2012-11-06
CT	TCJ Research	2012	NA	2012-11-03	1000	53.5	44.2	NA	NA	NA	58.7730063716	41.2269936284	Pres	2012-11-06
IA	American Research Group	2012	NA	2012-11-03	600	48	49	NA	NA	NA	52.9593519264	47.0406480736	Pres	2012-11-06
MA	TCJ Research	2012	NA	2012-11-03	1000	55.5	42.1	NA	NA	NA	61.7885674387	38.2114325613	Pres	2012-11-06
MO	Public Policy Polling	2012	NA	2012-11-03	835	45	53	NA	NA	NA	45.2213332473	54.7786667527	Pres	2012-11-06
MO	TCJ Research	2012	NA	2012-11-03	1000	42.7	55	NA	NA	NA	45.2213332473	54.7786667527	Pres	2012-11-06
MT	Public Policy Polling	2012	NA	2012-11-03	836	45	52	NA	NA	NA	42.9657681391	57.0342318609	Pres	2012-11-06
MT	TCJ Research	2012	NA	2012-11-03	1000	44.1	53.5	NA	NA	NA	42.9657681391	57.0342318609	Pres	2012-11-06
NE	TCJ Research	2012	NA	2012-11-03	1000	38.1	60.1	NA	NA	NA	38.8706097327	61.1293902673	Pres	2012-11-06
NH	American Research Group	2012	NA	2012-11-03	600	49	49	NA	NA	NA	52.8337519794	47.1662480206	Pres	2012-11-06
NH	University of New Hampshire	2012	NA	2012-11-03	783	50	46	NA	NA	NA	52.8337519794	47.1662480206	Pres	2012-11-06
OH	Angus Reid Global	2012	NA	2012-11-03	540	51	48	NA	NA	NA	51.514552536	48.485447464	Pres	2012-11-06
OH	SurveyUSA	2012	NA	2012-11-03	803	49	44	NA	NA	NA	51.514552536	48.485447464	Pres	2012-11-06
OH	TCJ Research	2012	NA	2012-11-03	1000	47.9	50.6	NA	NA	NA	51.514552536	48.485447464	Pres	2012-11-06
PA	Angus Reid Global	2012	NA	2012-11-03	507	51	47	NA	NA	NA	52.731933999	47.268066001	Pres	2012-11-06
PA	Public Policy Polling	2012	NA	2012-11-03	790	52	46	NA	NA	NA	52.731933999	47.268066001	Pres	2012-11-06
VA	TCJ Research	2012	NA	2012-11-03	1000	47.8	50.8	NA	NA	NA	51.9673766887	48.0326233113	Pres	2012-11-06
WI	Public Policy Polling	2012	NA	2012-11-03	1256	51	48	NA	NA	NA	53.5163824055	46.4836175945	Pres	2012-11-06
AZ	Public Policy Polling	2012	NA	2012-11-03	1080	46	51	NA	NA	NA	48.4139413396	51.5860586604	Sen	2012-11-06
CT	TCJ Research	2012	NA	2012-11-03	1000	50.3	46	NA	NA	NA	56.003040846	43.996959154	Sen	2012-11-06
MA	TCJ Research	2012	NA	2012-11-03	1000	49.6	47.8	NA	NA	NA	53.7772389879	46.2227610121	Sen	2012-11-06
MO	Public Policy Polling	2012	NA	2012-11-03	835	48	44	NA	NA	NA	58.3577837445	41.6422162555	Sen	2012-11-06
MO	TCJ Research	2012	NA	2012-11-03	1000	49.4	47	NA	NA	NA	58.3577837445	41.6422162555	Sen	2012-11-06
MT	Public Policy Polling	2012	NA	2012-11-03	836	48	46	NA	NA	NA	51.9895458551	48.0104541449	Sen	2012-11-06
MT	TCJ Research	2012	NA	2012-11-03	1000	47.4	48.3	NA	NA	NA	51.9895458551	48.0104541449	Sen	2012-11-06
NE	TCJ Research	2012	NA	2012-11-03	1000	41.9	54.7	NA	NA	NA	42.22556723	57.77443277	Sen	2012-11-06
OH	Angus Reid Global	2012	NA	2012-11-03	540	52	46	NA	NA	NA	53.1453435702	46.8546564298	Sen	2012-11-06
OH	SurveyUSA	2012	NA	2012-11-03	803	44	41	NA	NA	NA	53.1453435702	46.8546564298	Sen	2012-11-06
OH	TCJ Research	2012	NA	2012-11-03	1000	49.6	48.3	NA	NA	NA	53.1453435702	46.8546564298	Sen	2012-11-06
PA	Angus Reid Global	2012	NA	2012-11-03	507	53	46	NA	NA	NA	54.6309770441	45.3690229559	Sen	2012-11-06
PA	Public Policy Polling	2012	NA	2012-11-03	790	52	44	NA	NA	NA	54.6309770441	45.3690229559	Sen	2012-11-06
VA	TCJ Research	2012	NA	2012-11-03	1000	47.9	50.3	NA	NA	NA	52.957694013	47.042305987	Sen	2012-11-06
WI	Public Policy Polling	2012	NA	2012-11-03	1256	51	48	NA	NA	NA	52.8521503251	47.1478496749	Sen	2012-11-06
WI	TCJ Research	2012	NA	2012-11-03	1000	48.3	50.2	NA	NA	NA	52.8521503251	47.1478496749	Sen	2012-11-06
NC	Public Policy Polling	2012	NA	2012-11-04	926	43	50	NA	NA	NA	44.1777952852	55.8222047148	Gov	2012-11-06
NH	Public Policy Polling	2012	NA	2012-11-04	1550	51	47	NA	NA	NA	56.2249985146	43.7750014854	Gov	2012-11-06
NH	Rasmussen Reports/Pulse Opinion Research	2012	NA	2012-11-04	750	50	45	NA	NA	NA	56.2249985146	43.7750014854	Gov	2012-11-06
NH	Western New England University	2012	NA	2012-11-04	666	47	45	NA	NA	NA	56.2249985146	43.7750014854	Gov	2012-11-06
CO	Ipsos, online	2012	NA	2012-11-04	774	48	47	NA	NA	NA	52.7480071543	47.2519928457	Pres	2012-11-06
CO	Public Policy Polling	2012	NA	2012-11-04	1096	52	46	NA	NA	NA	52.7480071543	47.2519928457	Pres	2012-11-06
CO	TCJ Research	2012	NA	2012-11-04	1000	48	50.6	NA	NA	NA	52.7480071543	47.2519928457	Pres	2012-11-06
FL	InsiderAdvantage	2012	NA	2012-11-04	437	47	52	NA	NA	NA	50.4422521389	49.5577478611	Pres	2012-11-06
FL	Ipsos, online	2012	NA	2012-11-04	769	47	48	NA	NA	NA	50.4422521389	49.5577478611	Pres	2012-11-06
FL	Public Policy Polling	2012	NA	2012-11-04	955	50	49	NA	NA	NA	50.4422521389	49.5577478611	Pres	2012-11-06
FL	TCJ Research	2012	NA	2012-11-04	1000	46.8	51.4	NA	NA	NA	50.4422521389	49.5577478611	Pres	2012-11-06
IA	Public Policy Polling	2012	NA	2012-11-04	1122	50	48	NA	NA	NA	52.9593519264	47.0406480736	Pres	2012-11-06
IA	TCJ Research	2012	NA	2012-11-04	1000	48.4	50.4	NA	NA	NA	52.9593519264	47.0406480736	Pres	2012-11-06
MI	Mitchell Research & Communications	2012	NA	2012-11-04	1305	51	46	NA	NA	NA	54.8005320721	45.1994679279	Pres	2012-11-06
MN	TCJ Research	2012	NA	2012-11-04	1000	50.3	48.1	NA	NA	NA	53.9412264583	46.0587735417	Pres	2012-11-06
NC	Gravis Marketing	2012	NA	2012-11-04	1130	46	50	NA	NA	NA	48.9659650996	51.0340349004	Pres	2012-11-06
NC	Public Policy Polling	2012	NA	2012-11-04	926	49.2	49.4	NA	NA	NA	48.9659650996	51.0340349004	Pres	2012-11-06
NH	New England College	2012	NA	2012-11-04	687	50	46	NA	NA	NA	52.8337519794	47.1662480206	Pres	2012-11-06
NH	Public Policy Polling	2012	NA	2012-11-04	1550	50	48	NA	NA	NA	52.8337519794	47.1662480206	Pres	2012-11-06
NH	Rasmussen Reports/Pulse Opinion Research	2012	NA	2012-11-04	750	50	48	NA	NA	NA	52.8337519794	47.1662480206	Pres	2012-11-06
NH	TCJ Research	2012	NA	2012-11-04	1000	49	49.3	NA	NA	NA	52.8337519794	47.1662480206	Pres	2012-11-06
NV	Public Policy Polling	2012	NA	2012-11-04	750	51	47	NA	NA	NA	53.4075421638	46.5924578362	Pres	2012-11-06
NV	TCJ Research	2012	NA	2012-11-04	1000	51.2	47.1	NA	NA	NA	53.4075421638	46.5924578362	Pres	2012-11-06
OH	Ipsos, online	2012	NA	2012-11-04	680	50	46	NA	NA	NA	51.514552536	48.485447464	Pres	2012-11-06
OH	Public Policy Polling	2012	NA	2012-11-04	1000	52	47	NA	NA	NA	51.514552536	48.485447464	Pres	2012-11-06
OH	Rasmussen Reports/Pulse Opinion Research	2012	NA	2012-11-04	750	49	49	NA	NA	NA	51.514552536	48.485447464	Pres	2012-11-06
OH	TCJ Research	2012	NA	2012-11-04	1000	47.6	51	NA	NA	NA	51.514552536	48.485447464	Pres	2012-11-06
PA	TCJ Research	2012	NA	2012-11-04	1000	50	48.3	NA	NA	NA	52.731933999	47.268066001	Pres	2012-11-06
VA	Ipsos, online	2012	NA	2012-11-04	828	48	46	NA	NA	NA	51.9673766887	48.0326233113	Pres	2012-11-06
VA	Public Policy Polling	2012	NA	2012-11-04	975	51	47	NA	NA	NA	51.9673766887	48.0326233113	Pres	2012-11-06
FL	Ipsos, online	2012	NA	2012-11-04	769	55	40	NA	NA	NA	56.6726486701	43.3273513299	Sen	2012-11-06
FL	Public Policy Polling	2012	NA	2012-11-04	955	51	46	NA	NA	NA	56.6726486701	43.3273513299	Sen	2012-11-06
MI	Mitchell Research & Communications	2012	NA	2012-11-04	1305	55	41	NA	NA	NA	60.7527693573	39.2472306427	Sen	2012-11-06
NV	Public Policy Polling	2012	NA	2012-11-04	750	46	48	NA	NA	NA	49.3595474794	50.6404525206	Sen	2012-11-06
NV	TCJ Research	2012	NA	2012-11-04	1000	46.6	51.7	NA	NA	NA	49.3595474794	50.6404525206	Sen	2012-11-06
OH	Ipsos, online	2012	NA	2012-11-04	680	52	43	NA	NA	NA	53.1453435702	46.8546564298	Sen	2012-11-06
OH	Public Policy Polling	2012	NA	2012-11-04	1000	54	44	NA	NA	NA	53.1453435702	46.8546564298	Sen	2012-11-06
VA	Ipsos, online	2012	NA	2012-11-04	828	48	45	NA	NA	NA	52.957694013	47.042305987	Sen	2012-11-06
VA	Public Policy Polling	2012	NA	2012-11-04	975	52	46	NA	NA	NA	52.957694013	47.042305987	Sen	2012-11-06
VA	Rasmussen Reports/Pulse Opinion Research	2012	NA	2012-11-04	750	49	47	NA	NA	NA	52.957694013	47.042305987	Sen	2012-11-06
OH	Gravis Marketing	2012	NA	2012-11-05	1316	49	48	NA	NA	NA	51.514552536	48.485447464	Pres	2012-11-06
MA	Public Policy Polling	2013	NA	2013-06-04	560	47	39	NA	NA	NA	55.1307847082	44.8692152918	Sen	2013-06-25
MA	McLaughlin & Associates	2013	NA	2013-06-05	400	45	44	NA	NA	NA	55.1307847082	44.8692152918	Sen	2013-06-25
MA	MassINC Polling Group	2013	NA	2013-06-08	500	46	39	NA	NA	NA	55.1307847082	44.8692152918	Sen	2013-06-25
MA	Suffolk University	2013	NA	2013-06-08	500	48	41	NA	NA	NA	55.1307847082	44.8692152918	Sen	2013-06-25
MA	Harper Polling	2013	NA	2013-06-11	498	49	37	NA	NA	NA	55.1307847082	44.8692152918	Sen	2013-06-25
MA	McLaughlin & Associates	2013	NA	2013-06-11	400	47	41	NA	NA	NA	55.1307847082	44.8692152918	Sen	2013-06-25
MA	University of New Hampshire	2013	NA	2013-06-13	508	54	41	NA	NA	NA	55.1307847082	44.8692152918	Sen	2013-06-25
MA	OnMessage Inc.	2013	NA	2013-06-17	600	47	40	NA	NA	NA	55.1307847082	44.8692152918	Sen	2013-06-25
MA	University Massachusetts Lowell	2013	NA	2013-06-17	312	56	36	NA	NA	NA	55.1307847082	44.8692152918	Sen	2013-06-25
MA	McLaughlin & Associates	2013	NA	2013-06-18	1100	47	44	NA	NA	NA	55.1307847082	44.8692152918	Sen	2013-06-25
MA	Western New England University	2013	NA	2013-06-18	566	49	41	NA	NA	NA	55.1307847082	44.8692152918	Sen	2013-06-25
MA	Emerson College	2013	NA	2013-06-20	1422	51	41	NA	NA	NA	55.1307847082	44.8692152918	Sen	2013-06-25
MA	Suffolk University	2013	NA	2013-06-22	500	52	42	NA	NA	NA	55.1307847082	44.8692152918	Sen	2013-06-25
NJ	Monmouth University	2013	NA	2013-09-28	571	53	40	NA	NA	NA	55.5116914667	44.4883085333	Sen	2013-10-16
NJ	Fairleigh Dickinson University (PublicMind)	2013	NA	2013-10-03	702	45	29	NA	NA	NA	55.5116914667	44.4883085333	Sen	2013-10-16
NJ	Quinnipiac University	2013	NA	2013-10-06	899	53	41	NA	NA	NA	55.5116914667	44.4883085333	Sen	2013-10-16
NJ	Stockton College	2013	NA	2013-10-06	729	50	39	NA	NA	NA	55.5116914667	44.4883085333	Sen	2013-10-16
NJ	Rasmussen Reports/Pulse Opinion Research	2013	NA	2013-10-07	1000	53	41	NA	NA	NA	55.5116914667	44.4883085333	Sen	2013-10-16
NJ	Rutgers University	2013	NA	2013-10-10	513	58	36	NA	NA	NA	55.5116914667	44.4883085333	Sen	2013-10-16
NJ	Monmouth University	2013	NA	2013-10-11	1393	52	42	NA	NA	NA	55.5116914667	44.4883085333	Sen	2013-10-16
NJ	Quinnipiac University	2013	NA	2013-10-12	1696	54	40	NA	NA	NA	55.5116914667	44.4883085333	Sen	2013-10-16
NJ	Harper Polling	2013	NA	2013-10-14	778	52	41	NA	NA	NA	55.5116914667	44.4883085333	Sen	2013-10-16
VA	Quinnipiac University	2013	NA	2013-10-18	1085	46	39	NA	NA	NA	51.3551301355	48.6448698645	Gov	2013-11-05
VA	Rasmussen Reports/Pulse Opinion Research	2013	NA	2013-10-20	1000	50	33	NA	NA	NA	51.3551301355	48.6448698645	Gov	2013-11-05
VA	Old Dominion University	2013	NA	2013-10-22	670	44	37	NA	NA	NA	51.3551301355	48.6448698645	Gov	2013-11-05
VA	Wenzel Strategies	2013	NA	2013-10-22	640	41	40	NA	NA	NA	51.3551301355	48.6448698645	Gov	2013-11-05
NJ	Quinnipiac University	2013	NA	2013-10-24	1203	31	64	NA	NA	NA	38.7742656774	61.2257343226	Gov	2013-11-05
VA	Roanoke College	2013	NA	2013-10-24	838	48	33	NA	NA	NA	51.3551301355	48.6448698645	Gov	2013-11-05
VA	Quinnipiac University	2013	NA	2013-10-25	1182	45	41	NA	NA	NA	51.3551301355	48.6448698645	Gov	2013-11-05
NJ	Stockton College	2013	NA	2013-10-26	804	32	56	NA	NA	NA	38.7742656774	61.2257343226	Gov	2013-11-05
VA	ABC News/Washington Post	2013	NA	2013-10-26	762	51	39	NA	NA	NA	51.3551301355	48.6448698645	Gov	2013-11-05
VA	Hampton University	2013	NA	2013-10-26	800	42	36	NA	NA	NA	51.3551301355	48.6448698645	Gov	2013-11-05
NJ	Fairleigh Dickinson University (PublicMind)	2013	NA	2013-10-27	570	40	59	NA	NA	NA	38.7742656774	61.2257343226	Gov	2013-11-05
VA	Zogby Interactive/JZ Analytics	2013	NA	2013-10-27	600	43	37	NA	NA	NA	51.3551301355	48.6448698645	Gov	2013-11-05
NJ	Rasmussen Reports/Pulse Opinion Research	2013	NA	2013-10-28	1000	36	54	NA	NA	NA	38.7742656774	61.2257343226	Gov	2013-11-05
VA	Christopher Newport University	2013	NA	2013-10-28	1038	45	38	NA	NA	NA	51.3551301355	48.6448698645	Gov	2013-11-05
VA	Emerson College	2013	NA	2013-10-28	874	42	40	NA	NA	NA	51.3551301355	48.6448698645	Gov	2013-11-05
VA	Rasmussen Reports/Pulse Opinion Research	2013	NA	2013-10-29	1002	43	36	NA	NA	NA	51.3551301355	48.6448698645	Gov	2013-11-05
NJ	Rutgers University	2013	NA	2013-10-31	535	30	66	NA	NA	NA	38.7742656774	61.2257343226	Gov	2013-11-05
NJ	Monmouth University	2013	NA	2013-11-01	1436	37	57	NA	NA	NA	38.7742656774	61.2257343226	Gov	2013-11-05
NJ	Quinnipiac University	2013	NA	2013-11-01	1388	33	61	NA	NA	NA	38.7742656774	61.2257343226	Gov	2013-11-05
VA	Quinnipiac University	2013	NA	2013-11-01	1606	46	40	NA	NA	NA	51.3551301355	48.6448698645	Gov	2013-11-05
VA	Zogby Interactive/JZ Analytics	2013	NA	2013-11-02	600	43	31	NA	NA	NA	51.3551301355	48.6448698645	Gov	2013-11-05
VA	Public Policy Polling	2013	NA	2013-11-03	870	50	43	NA	NA	NA	51.3551301355	48.6448698645	Gov	2013-11-05
AK	Ivan Moore	2014	2014-10-24	2014-10-26	544	48	42	NA	NA	NA	47.9	52.1	Sen	2014-11-04
AK	CBS/NYT/YouGov	2014	2014-10-16	2014-10-23	561	44	48	NA	NA	NA	47.9	52.1	Sen	2014-11-04
AK	Harstad (D-Senate Majority PAC/Put Alaska First)	2014	2014-10-18	2014-10-22	700	44	44	NA	NA	NA	47.9	52.1	Sen	2014-11-04
AK	Hellenthal	2014	2014-10-15	2014-10-21	403	49	39	NA	NA	NA	47.9	52.1	Sen	2014-11-04
AR	Opinion Research Associates (D-Arkansas Democratic Party)	2014	2014-10-25	2014-10-26	401	45	44	NA	NA	NA	40.6	59.4	Sen	2014-11-04
AR	CBS/NYT/YouGov	2014	2014-10-16	2014-10-23	1567	42	47	NA	NA	NA	40.6	59.4	Sen	2014-11-04
AR	NBC/Marist	2014	2014-10-18	2014-10-22	621	43	45	NA	NA	NA	40.6	59.4	Sen	2014-11-04
AR	Hendrix College/Talk Business	2014	2014-10-15	2014-10-16	2075	41	49	NA	NA	NA	40.6	59.4	Sen	2014-11-04
AR	Rasmussen	2014	2014-10-13	2014-10-15	940	44	47	NA	NA	NA	40.6	59.4	Sen	2014-11-04
CO	Keating (D-Udall)	2014	2014-10-21	2014-10-23	1005	45	44	NA	NA	NA	47.9	52.1	Sen	2014-11-04
CO	Rasmussen	2014	2014-10-21	2014-10-23	966	45	51	NA	NA	NA	47.9	52.1	Sen	2014-11-04
CO	Harstad (D-DSCC)	2014	2014-10-19	2014-10-23	1004	44	43	NA	NA	NA	47.9	52.1	Sen	2014-11-04
CO	CBS/NYT/YouGov	2014	2014-10-16	2014-10-23	1611	47	46	NA	NA	NA	47.9	52.1	Sen	2014-11-04
CO	NBC/Marist	2014	2014-10-18	2014-10-22	755	45	46	NA	NA	NA	47.9	52.1	Sen	2014-11-04
CO	Suffolk/USA Today	2014	2014-10-18	2014-10-21	500	39	46	NA	NA	NA	47.9	52.1	Sen	2014-11-04
CO	Quinnipiac	2014	2014-10-15	2014-10-21	974	41	46	NA	NA	NA	47.9	52.1	Sen	2014-11-04
CO	Monmouth University	2014	2014-10-17	2014-10-20	431	46	47	NA	NA	NA	47.9	52.1	Sen	2014-11-04
CO	Ipsos/Reuters	2014	2014-10-13	2014-10-20	1099	45	47	NA	NA	NA	47.9	52.1	Sen	2014-11-04
CO	PPP (D)	2014	2014-10-16	2014-10-19	778	43	46	NA	NA	NA	47.9	52.1	Sen	2014-11-04
CO	Gravis Marketing	2014	2014-10-16	2014-10-16	695	43	48	NA	NA	NA	47.9	52.1	Sen	2014-11-04
CO	Benenson (D-Project New America)	2014	2014-10-15	2014-10-16	600	47	44	NA	NA	NA	47.9	52.1	Sen	2014-11-04
CO	Mellman (D-Senate Majority PAC)	2014	2014-10-13	2014-10-15	800	44	41	NA	NA	NA	47.9	52.1	Sen	2014-11-04
GA	SurveyUSA/11Alive NEW!	2014	2014-10-24	2014-10-27	611	45	48	NA	NA	NA	45.9	54.1	Sen	2014-11-04
GA	PPP (D-League of Conservation Voters)	2014	2014-10-23	2014-10-24	771	47	47	NA	NA	NA	45.9	54.1	Sen	2014-11-04
GA	Abt SRBI Inc/Atlanta Journal-Constitution	2014	2014-10-16	2014-10-23	1170	42	44	NA	NA	NA	45.9	54.1	Sen	2014-11-04
GA	CBS/NYT/YouGov	2014	2014-10-16	2014-10-23	1774	44	47	NA	NA	NA	45.9	54.1	Sen	2014-11-04
GA	InsiderAdvantage/Fox 5 Atlanta/Morris News Service	2014	2014-10-21	2014-10-22	704	47	45	NA	NA	NA	45.9	54.1	Sen	2014-11-04
GA	CNN	2014	2014-10-19	2014-10-22	565	47	44	NA	NA	NA	45.9	54.1	Sen	2014-11-04
GA	Landmark (R)	2014	2014-10-20	2014-10-21	1000	47	47	NA	NA	NA	45.9	54.1	Sen	2014-11-04
GA	SurveyUSA/11Alive	2014	2014-10-17	2014-10-20	606	46	44	NA	NA	NA	45.9	54.1	Sen	2014-11-04
GA	GaPundit.com (R)/WRBL/Ledger-Enquirer/PMB	2014	2014-10-13	2014-10-14	1543	46	45	NA	NA	NA	45.9	54.1	Sen	2014-11-04
IA	Quinnipiac NEW!	2014	2014-10-22	2014-10-27	817	45	49	NA	NA	NA	45.8	54.2	Sen	2014-11-04
